gene,ensembl_gene_id,log2FoldChange,padj
Qk,ENSMUSG00000062078,-3.00381746994576,1.34621602907985e-58
Paqr8,ENSMUSG00000025931,-1.96065541838183,5.85511355749415e-58
Plxnc1,ENSMUSG00000074785,1.39238961242523,1.98910620831415e-57
Fat3,ENSMUSG00000074505,-1.48377893718014,3.27123405893222e-57
Flnb,ENSMUSG00000025278,-3.1085148273223,3.91589523804082e-57
Prex2,ENSMUSG00000048960,-2.12657588401324,4.5579088328005e-57
Fxyd6,ENSMUSG00000066705,1.41622420071682,4.5579088328005e-57
Pianp,ENSMUSG00000030329,1.08774425260662,5.80526602529607e-57
Sh3glb1,ENSMUSG00000037062,-1.6124322602673,1.09674827949627e-56
Scd2,ENSMUSG00000025203,-1.64798395099725,2.69984537768618e-56
Ank2,ENSMUSG00000032826,-1.11411496412924,2.77417230282814e-56
Cryab,ENSMUSG00000032060,-2.18635195851558,3.23864257225203e-56
Mt1,ENSMUSG00000031765,-1.56318276620811,5.01986533631531e-56
Il33,ENSMUSG00000024810,-2.36596777695148,1.29228333976564e-55
Pomc,ENSMUSG00000020660,3.31642812967907,1.37719377891213e-55
Plaat3,ENSMUSG00000060675,-2.76802748454335,3.01846667244881e-55
Mt2,ENSMUSG00000031762,-1.96844829023542,3.91874393523165e-55
Reep3,ENSMUSG00000019873,-2.48740111476921,9.63270414088027e-55
Etnppl,ENSMUSG00000019232,-2.61591082561376,9.89860565288994e-55
Zeb2,ENSMUSG00000026872,-2.01750969221419,1.73739149530045e-54
Cd46,ENSMUSG00000016493,-3.66385989213889,1.7400409535103e-54
S100b,ENSMUSG00000033208,-2.49979922903912,4.17623500600407e-54
Chchd2,ENSMUSG00000070493,1.02020322700863,1.28962964550611e-53
Pkib,ENSMUSG00000019876,1.39652547453052,1.93730422014938e-53
Plekhb1,ENSMUSG00000030701,-1.83127815339132,3.00745902311907e-53
Rgs5,ENSMUSG00000026678,-1.81799728494829,8.91328210118155e-53
Asb4,ENSMUSG00000042607,2.00291955516803,2.51803676564048e-52
Selenom,ENSMUSG00000075702,1.36423193399502,3.54725149872384e-52
Tbca,ENSMUSG00000042043,1.22616325838677,1.66833357316296e-51
Erbin,ENSMUSG00000021709,-1.49954125936649,1.70686231747336e-51
Gstm1,ENSMUSG00000058135,-1.25655503841426,1.96741554131606e-51
Gaa,ENSMUSG00000025579,1.11397859464965,5.18170955926925e-51
Tia1,ENSMUSG00000071337,-2.92704073753931,7.4253112328568e-51
Pam,ENSMUSG00000026335,1.09125393167237,8.72662023276822e-51
Ubn2,ENSMUSG00000038538,-1.75271057404034,3.82686554778322e-50
Araf,ENSMUSG00000001127,1.30041565281818,4.27420899763483e-50
Hook3,ENSMUSG00000037234,-1.48042866854625,6.63133352074772e-50
Serpina3n,ENSMUSG00000021091,1.79566986085471,8.16969810448602e-50
Dync1h1,ENSMUSG00000018707,-1.23337459715926,1.49860487843863e-49
Tet3,ENSMUSG00000034832,-1.71792480520029,2.30713767535701e-49
Dusp11,ENSMUSG00000030002,-2.22644225365578,2.6041437666449e-49
Gab1,ENSMUSG00000031714,-2.15721349305016,6.77729784213814e-49
Ccnt2,ENSMUSG00000026349,-1.82610247192938,1.12710349579696e-48
Nras,ENSMUSG00000027852,-1.44445227077712,1.68230096029328e-48
Tmem59l,ENSMUSG00000035964,1.10406389430085,1.88580564433637e-48
Adam23,ENSMUSG00000025964,0.964626354095146,2.26103325290936e-48
Nwd1,ENSMUSG00000048148,-2.81645324031525,3.32704862032127e-48
Iscu,ENSMUSG00000025825,1.25534831770856,8.66770544450404e-48
Lrp1b,ENSMUSG00000049252,-1.76233446394687,1.47742693765334e-47
Mesd,ENSMUSG00000038503,1.09566011492175,2.8911136061557e-47
Leng8,ENSMUSG00000035545,-1.98080460868893,3.98196120095605e-47
Utp14b,ENSMUSG00000079470,-2.39776909619984,3.98196120095605e-47
Bsg,ENSMUSG00000023175,0.928843114123842,8.85886235221363e-47
Cldn11,ENSMUSG00000037625,-2.42447215585339,1.09434387333316e-46
Vps13d,ENSMUSG00000020220,-1.28015242935635,2.5320184512412e-46
Fads1,ENSMUSG00000010663,-1.41022063199099,3.30418347429771e-46
Sox10,ENSMUSG00000033006,-2.69833388628327,8.3293775729904e-46
Car2,ENSMUSG00000027562,-2.22610751579305,1.45979058071939e-45
Pcbd1,ENSMUSG00000020098,1.41351808861709,1.72410701305883e-45
Rab31,ENSMUSG00000056515,-1.97111690678438,2.65673155630959e-45
Rtn1,ENSMUSG00000021087,0.795722168387682,2.96131912987159e-45
Cadm2,ENSMUSG00000064115,-1.08749993030974,5.10566035517904e-45
Tmsb10,ENSMUSG00000079523,1.09525449981221,1.20297485229742e-44
Bex1,ENSMUSG00000050071,1.167104362034,1.23290252151832e-44
Clic4,ENSMUSG00000037242,-2.01769184445534,2.31247939336691e-44
Otp,ENSMUSG00000021685,1.81242207127588,3.18380556876738e-44
Nav2,ENSMUSG00000052512,-1.74540327671039,4.58408356219745e-44
Gltp,ENSMUSG00000011884,-1.86621309971623,5.75053573305206e-44
Aspa,ENSMUSG00000020774,-2.6254077720714,1.24231716717154e-43
Atf7,ENSMUSG00000099083,-2.26681520404816,1.92101804335573e-43
Fgfr3,ENSMUSG00000054252,-3.00098609069298,3.71807567483742e-43
Acap2,ENSMUSG00000049076,-2.13309981810732,7.46478318168613e-43
Smg1,ENSMUSG00000030655,-1.39228856712593,8.11156385102764e-43
Mycbp2,ENSMUSG00000033004,-1.04068151977823,8.8533138671044e-43
Rpl19,ENSMUSG00000017404,1.00361082279338,1.66059888490484e-42
Erp29,ENSMUSG00000029616,1.1818489646156,1.84686425341204e-42
Bex2,ENSMUSG00000042750,0.995636436215492,1.91728367132533e-42
Itgb8,ENSMUSG00000025321,-1.99757671412124,4.01475357488854e-42
Itprid2,ENSMUSG00000027007,-2.32411115991139,4.19817728413886e-42
Tjp1,ENSMUSG00000030516,-1.42207785419924,4.85670360151294e-42
Celf6,ENSMUSG00000032297,1.63831235548809,9.49307483752641e-42
Hbb-bs,ENSMUSG00000052305,-2.43811445896293,1.33533780537376e-41
Rpl10,ENSMUSG00000008682,1.05949098435412,1.40007738843434e-41
Atp1b2,ENSMUSG00000041329,-0.982743095122134,1.46240511234501e-41
Emc1,ENSMUSG00000078517,1.39666689854286,1.48113644934162e-41
Egfr,ENSMUSG00000020122,-3.31003303026962,2.93657537954152e-41
Rnf208,ENSMUSG00000044628,1.13535154550116,2.93657537954152e-41
Gng4,ENSMUSG00000021303,1.03531265976299,4.72569792060906e-41
Smim1,ENSMUSG00000078350,-2.02319987276808,5.80556276003542e-41
Serinc5,ENSMUSG00000021703,-2.19681379049428,6.80173429144812e-41
Appl2,ENSMUSG00000020263,-3.01338094523853,8.75902258607e-41
Strbp,ENSMUSG00000026915,-1.1370465322432,9.60369644206022e-41
Tcf4,ENSMUSG00000053477,-1.40921056782258,1.10907119840431e-40
Trps1,ENSMUSG00000038679,-2.17287445003674,1.19982688605559e-40
Atp11b,ENSMUSG00000037400,-1.33849120923018,1.68469494330442e-40
Plec,ENSMUSG00000022565,-1.49782838878411,2.66720716285927e-40
Timp3,ENSMUSG00000020044,-1.86238458779309,4.38970966287305e-40
Gm1673,ENSMUSG00000070858,1.66540423545206,6.08195971516712e-40
Ndufa4,ENSMUSG00000029632,0.924558517381089,6.08436735287183e-40
Spint2,ENSMUSG00000074227,2.0098430127929,7.69140964315843e-40
Elob,ENSMUSG00000055839,1.11116838690655,9.28726063017994e-40
Heg1,ENSMUSG00000075254,-2.11648520917738,1.0709189094462e-39
Wsb1,ENSMUSG00000017677,-2.96718529915334,1.2425771225271e-39
Rad52,ENSMUSG00000030166,-2.40615724862326,1.25616054729378e-39
Ttyh2,ENSMUSG00000034714,-2.74321698997139,1.42152759937765e-39
Otud7b,ENSMUSG00000038495,-1.45092711700698,1.481581377657e-39
Chd7,ENSMUSG00000041235,-2.23686477161137,2.46251754555088e-39
Slc7a11,ENSMUSG00000027737,-2.58006181768627,3.48786435782092e-39
Nap1l5,ENSMUSG00000055430,0.900947430814843,4.04575073667794e-39
Itih3,ENSMUSG00000006522,-2.39711737676777,4.07132995956031e-39
Arhgap23,ENSMUSG00000049807,-1.0287320576452,5.33002015528676e-39
Rpl41,ENSMUSG00000093674,1.17787881319935,6.62760130689457e-39
Pllp,ENSMUSG00000031775,-2.14484798473813,7.03531162446299e-39
Pnisr,ENSMUSG00000028248,-1.52583376040384,7.58529076626014e-39
Romo1,ENSMUSG00000067847,1.21615340070537,8.77071263873637e-39
Atp6v0b,ENSMUSG00000033379,1.02833034140348,1.02441897733577e-38
Phldb1,ENSMUSG00000048537,-2.09442622346317,1.40422764230326e-38
Sfxn5,ENSMUSG00000033720,-1.52662191702941,1.69902211359642e-38
Pakap,ENSMUSG00000038729,-1.27208258641139,1.69902211359642e-38
Dst,ENSMUSG00000026131,-1.26349580428962,1.86956295585242e-38
Tmem255a,ENSMUSG00000036502,0.933714858750022,2.14432921995245e-38
Aldoc,ENSMUSG00000017390,-1.10315690412557,2.1563836716974e-38
Atp6v1g2,ENSMUSG00000024403,0.823517785218109,2.69918586457316e-38
Rpl6,ENSMUSG00000029614,0.99718702196989,3.22921895574939e-38
Psat1,ENSMUSG00000024640,-1.58504758394804,3.89803799880309e-38
Nenf,ENSMUSG00000037499,1.43674621401989,4.45817014128626e-38
1700037H04Rik,ENSMUSG00000027327,1.48681325368716,5.2628640413344e-38
Ptprd,ENSMUSG00000028399,-1.26128135863178,5.89636663228895e-38
Chd9,ENSMUSG00000056608,-1.28408071861642,6.04875811981485e-38
Nrsn1,ENSMUSG00000048978,-1.13531729238434,6.4586784663267e-38
Atpif1,ENSMUSG00000054428,0.990456176159748,1.3580828324797e-37
Rplp2,ENSMUSG00000025508,1.14568468574953,1.42218401479883e-37
Ints6l,ENSMUSG00000035967,-2.41871899830169,1.46274889121397e-37
Herc2,ENSMUSG00000030451,-1.22165181872046,1.91738123711245e-37
Atp6v0c,ENSMUSG00000024121,0.938321689461351,2.70897005014041e-37
Lpar1,ENSMUSG00000038668,-2.83657825595253,6.30042304052513e-37
Sptan1,ENSMUSG00000057738,-1.18614449980681,7.93624053929644e-37
Atp1b1,ENSMUSG00000026576,0.82699965440533,8.72326167843358e-37
Ankrd16,ENSMUSG00000047909,-2.5731869262295,8.94247111283162e-37
Rpl18,ENSMUSG00000059070,1.04297236826093,9.78268402720325e-37
Rpl36,ENSMUSG00000057863,1.06013182157297,1.14822744022949e-36
Axl,ENSMUSG00000002602,-2.44240916599194,1.41495897868119e-36
Ttyh1,ENSMUSG00000030428,-1.70853887640723,1.91222394470515e-36
Rps27,ENSMUSG00000090733,1.1109498261852,2.56379113658185e-36
Slc6a3,ENSMUSG00000021609,-2.68100110625727,4.21998595171761e-36
1500011B03Rik,ENSMUSG00000072694,1.04724511205145,6.5023528333846e-36
Rassf2,ENSMUSG00000027339,-1.83136004738554,6.6489948035677e-36
Ndn,ENSMUSG00000033585,1.0110466610407,7.89717161026803e-36
Hbb-bt,ENSMUSG00000073940,-2.66049497428633,8.79825394219486e-36
Podxl2,ENSMUSG00000033152,1.18021013753806,9.06707184558201e-36
Plekhh1,ENSMUSG00000060716,-1.94777908669544,1.01267235832264e-35
Ppp1r3c,ENSMUSG00000067279,-2.23386134723852,1.01267235832264e-35
Dnah7b,ENSMUSG00000041144,-3.34038320037641,1.32207090163172e-35
Ank3,ENSMUSG00000069601,-0.796926429435491,1.33152171173408e-35
Dlk1,ENSMUSG00000040856,1.13095099910572,1.3504052607441e-35
Tmc7,ENSMUSG00000042246,-2.27366486059547,1.55589545702433e-35
Ntrk2,ENSMUSG00000055254,-1.16891214131739,1.55589545702433e-35
Grcc10,ENSMUSG00000072772,1.12846633022368,3.15481550750655e-35
Snrpn,ENSMUSG00000102252,0.810753520790118,3.74475759596468e-35
Atp6v0e2,ENSMUSG00000039347,0.927839740442711,6.31357246143115e-35
Jcad,ENSMUSG00000033960,-1.91448378243728,7.16349109942824e-35
Pdlim5,ENSMUSG00000028273,-1.83219130258308,7.30828588152271e-35
Usf3,ENSMUSG00000068284,-1.13550947108294,8.49637432750874e-35
Kmt2c,ENSMUSG00000038056,-1.11822539571625,9.78473167128595e-35
Lrpap1,ENSMUSG00000029103,0.970462472442202,1.18134972583157e-34
Atxn7,ENSMUSG00000021738,-1.35130232059622,1.45407100378387e-34
Cep350,ENSMUSG00000033671,-1.24143510902848,1.52944069571023e-34
Olig1,ENSMUSG00000046160,-2.25635337813564,1.61899150799106e-34
Sox6,ENSMUSG00000051910,-2.32259329495487,1.79598672712497e-34
Dnmt3a,ENSMUSG00000020661,-1.20813482160147,2.26412597732041e-34
Prkd3,ENSMUSG00000024070,-3.00207098649198,8.48110892160762e-34
Srp14,ENSMUSG00000009549,1.01692710852196,1.08648927509775e-33
Zbtb37,ENSMUSG00000043467,-1.85911923732123,1.13749576473787e-33
Mog,ENSMUSG00000076439,-2.59261097387738,1.25897131760639e-33
Uqcrq,ENSMUSG00000044894,0.942384705389775,1.40181350282576e-33
Ctxn1,ENSMUSG00000048644,1.10632505741116,1.40181350282576e-33
Pex5l,ENSMUSG00000027674,-1.34146385224401,2.47261355159051e-33
Itih5,ENSMUSG00000025780,-3.16205580087427,2.57867167909735e-33
Clk1,ENSMUSG00000026034,-1.60940452506271,2.75636098283689e-33
Slc44a1,ENSMUSG00000028412,-1.64762540867278,3.33191485308118e-33
Lrrc17,ENSMUSG00000039883,-6.51447630003651,3.51492422416775e-33
BC029722,ENSMUSG00000074649,1.07779098877254,4.07468816415462e-33
Pcf11,ENSMUSG00000041328,-1.46184277084187,4.18142615804327e-33
Sox9,ENSMUSG00000000567,-2.35394750766372,5.33575966477751e-33
Cfdp1,ENSMUSG00000031954,0.935489341628215,5.55345133291649e-33
Ahcyl1,ENSMUSG00000027893,-0.801944248785732,5.8103175400595e-33
Acsbg1,ENSMUSG00000032281,-1.98889283471389,6.80797695538413e-33
Emc10,ENSMUSG00000008140,1.05904522412909,7.79337621762114e-33
Minar2,ENSMUSG00000050875,0.976927857106633,8.03014399608494e-33
Nop10,ENSMUSG00000027133,1.06456228619404,9.21139065663752e-33
Caly,ENSMUSG00000025468,1.09142216936007,1.13314302320379e-32
Zcchc7,ENSMUSG00000035649,-2.05164676304587,1.17927513310261e-32
Chchd10,ENSMUSG00000049422,0.970028636058757,1.25661336760558e-32
Cend1,ENSMUSG00000060240,0.770429546063058,2.10062763366033e-32
Acss1,ENSMUSG00000027452,-1.95448064960828,2.47263475233715e-32
Rpl11,ENSMUSG00000059291,0.974519826144817,2.76299956028742e-32
Hyou1,ENSMUSG00000032115,1.03533875685971,3.1920602884103e-32
Ly6h,ENSMUSG00000022577,1.52179229977886,3.61251359828822e-32
Apoe,ENSMUSG00000002985,-2.75553689113049,5.31131520874523e-32
Rtl8a,ENSMUSG00000067925,1.00781645272159,5.96033235872456e-32
Ahnak,ENSMUSG00000069833,-2.4226324007768,1.30330518676953e-31
Kcnj10,ENSMUSG00000044708,-2.68514836211583,1.54448962902298e-31
Tm2d3,ENSMUSG00000078681,1.28991284051655,1.55963781030103e-31
Prelp,ENSMUSG00000041577,-2.37286637774047,1.7311637021235e-31
Cntd1,ENSMUSG00000078653,-7.15991582175259,1.7830234811262e-31
Rpl3,ENSMUSG00000060036,0.881933130087098,1.88353663611275e-31
Mllt11,ENSMUSG00000053192,0.79983100430761,2.04824531628448e-31
Vat1,ENSMUSG00000034993,1.25194259652292,2.22304401720774e-31
Syngr1,ENSMUSG00000022415,0.800775465410391,2.84341259813825e-31
Uqcr10,ENSMUSG00000059534,0.851677387014125,3.0182363851762e-31
Herc1,ENSMUSG00000038664,-1.13283794165466,3.02043689788011e-31
Mif,ENSMUSG00000033307,0.888697807275395,3.03082221582669e-31
Rpl24,ENSMUSG00000098274,0.888518462367765,3.24593080928443e-31
Hint1,ENSMUSG00000020267,1.10054600107346,3.25445729890789e-31
Ergic3,ENSMUSG00000005881,0.873118519911112,3.61064032696426e-31
6330403K07Rik,ENSMUSG00000018451,0.894866883825205,4.14367205351951e-31
Prr5l,ENSMUSG00000032841,-2.82179718961978,4.58307527704712e-31
Gng12,ENSMUSG00000036402,-1.41759253288194,4.7721038826774e-31
Arhgap21,ENSMUSG00000036591,-1.02942155437792,5.39275856917445e-31
Alg2,ENSMUSG00000039740,0.938634643474118,5.63185231723235e-31
Rps25,ENSMUSG00000009927,0.929581969745554,6.02466337286631e-31
Npdc1,ENSMUSG00000015094,1.04034658708798,6.02466337286631e-31
Gpr37,ENSMUSG00000039904,-2.65065074801046,8.47886206761967e-31
Lrig1,ENSMUSG00000030029,-1.94949353411208,9.35677379819318e-31
Dynlrb1,ENSMUSG00000047459,0.79473466536388,1.05999842578317e-30
Spaca6,ENSMUSG00000080316,-4.35471886545445,1.5036610764931e-30
Luc7l2,ENSMUSG00000029823,-1.16923629406239,1.53088454589339e-30
Myo9b,ENSMUSG00000004677,-2.15729321464501,1.55653068380172e-30
Syt5,ENSMUSG00000004961,1.16848068099688,1.59334416867785e-30
Stard9,ENSMUSG00000033705,-2.11323907575193,1.99599170996309e-30
Ndufb5,ENSMUSG00000027673,0.930593501744661,2.39133357899823e-30
Fermt2,ENSMUSG00000037712,-1.71932174584468,2.46015760388971e-30
Naca,ENSMUSG00000061315,0.805428487436144,2.47434954258061e-30
Ccdc88a,ENSMUSG00000032740,-1.2359326496365,2.83790083698472e-30
Nfat5,ENSMUSG00000003847,-1.12249323414628,3.43427125701024e-30
Six3,ENSMUSG00000038805,1.01418933830097,3.50725837558953e-30
Rpl36al,ENSMUSG00000049751,1.20205159899759,4.03051779258556e-30
Myl12b,ENSMUSG00000034868,0.807488749328729,4.24729334420655e-30
Oaz1,ENSMUSG00000035242,0.818360611215474,4.74423259966142e-30
4931428F04Rik,ENSMUSG00000014837,1.86920145720596,4.75744100299667e-30
Rpl7a,ENSMUSG00000062647,0.798861460220979,4.90112589849093e-30
Ermn,ENSMUSG00000026830,-3.06630232296724,5.05035253229511e-30
Cplane1,ENSMUSG00000039801,-1.30975315764612,7.06413098099811e-30
Fgfr2,ENSMUSG00000030849,-2.26357963958745,7.57974344604236e-30
Onecut2,ENSMUSG00000045991,-2.17782872266848,8.06851233797753e-30
Iqck,ENSMUSG00000073856,-2.30134669521926,8.16898241465933e-30
Nsd2,ENSMUSG00000057406,-0.99570469015614,8.72882477758675e-30
Ftl1,ENSMUSG00000050708,-0.854187786423074,1.05270124534969e-29
Blcap,ENSMUSG00000067787,0.964696037077547,1.11922670500761e-29
4930447C04Rik,ENSMUSG00000021098,-2.87648977303949,1.19091201878203e-29
Mcfd2,ENSMUSG00000024150,1.1874552426312,1.19159553249015e-29
Arrdc3,ENSMUSG00000074794,-1.47070124376219,1.23248150318983e-29
Atn1,ENSMUSG00000004263,0.86656902245548,1.64703835615246e-29
Pnn,ENSMUSG00000020994,-1.34225997956108,1.72334210890854e-29
Rhbdd2,ENSMUSG00000039917,0.91130250975364,1.72334210890854e-29
Slc6a11,ENSMUSG00000030307,-2.08879660258428,1.74707662660777e-29
Gna13,ENSMUSG00000020611,-1.01522047888736,1.87931070485392e-29
Eef1a1,ENSMUSG00000037742,0.738784906429114,2.02342328786878e-29
Ctdsp2,ENSMUSG00000078429,-1.54200670636614,2.22292744016651e-29
Kcnj16,ENSMUSG00000051497,-2.2195634785958,2.69640005994317e-29
Slc39a6,ENSMUSG00000024270,1.0711302576096,3.18731615440499e-29
Zeb1,ENSMUSG00000024238,-1.06068832173707,3.4873983936682e-29
Daam2,ENSMUSG00000040260,-2.33171817206579,4.44255603583301e-29
Atp5j2,ENSMUSG00000038690,1.04237984013189,4.86267119840784e-29
Arhgef10,ENSMUSG00000071176,-1.9594685954795,7.78537827657102e-29
Ap1s2,ENSMUSG00000031367,1.05096311000606,8.51483942965975e-29
Bcan,ENSMUSG00000004892,-1.61084685886239,1.26256078888151e-28
Calm2,ENSMUSG00000036438,0.647895469583773,1.54934349153927e-28
Eml5,ENSMUSG00000051166,-1.42496943654607,1.60504245246974e-28
Rnf227,ENSMUSG00000043419,0.911667180435285,1.71355527553972e-28
Ndufa13,ENSMUSG00000036199,0.835063200548996,1.82652741698813e-28
Mrgpre,ENSMUSG00000048965,1.40184563487914,1.88837835862748e-28
Pom121,ENSMUSG00000053293,0.998201344105017,1.88837835862748e-28
Pmp22,ENSMUSG00000018217,-1.93099904075851,2.05781410909373e-28
Sh3bp1,ENSMUSG00000022436,0.893552834386141,2.0788337609013e-28
Rps23,ENSMUSG00000049517,0.800032683334184,2.10422130313269e-28
Sfrp1,ENSMUSG00000031548,2.19433649009008,2.22585633695267e-28
Ncan,ENSMUSG00000002341,-1.33438138487104,2.50755721141505e-28
Fras1,ENSMUSG00000034687,-2.44490211021013,2.73792113040203e-28
Ndufc1,ENSMUSG00000037152,1.15298503029642,2.76536252430651e-28
Timm8b,ENSMUSG00000039016,1.02960769991928,2.88492807436513e-28
Bex3,ENSMUSG00000046432,0.879160661628795,2.92516001906052e-28
Rpl21,ENSMUSG00000041453,0.863300113100482,2.99119607010997e-28
Cttnbp2,ENSMUSG00000000416,-1.67860800203493,4.04785615162368e-28
4932438A13Rik,ENSMUSG00000037270,-1.25090635453548,4.07440022914234e-28
Nfix,ENSMUSG00000001911,-1.00732456578052,4.11649176954342e-28
Ptprn2,ENSMUSG00000056553,0.79182555213411,4.50625449345441e-28
Vamp2,ENSMUSG00000020894,0.82340519063159,4.74106500284073e-28
Vgf,ENSMUSG00000037428,1.17249340716228,5.11428709516702e-28
Agpat1,ENSMUSG00000034254,0.957207845751048,6.0310493101478e-28
Purb,ENSMUSG00000094483,-1.01827867472883,6.56889236673043e-28
