gene,ensembl_gene_id,log2FoldChange,padj
Asb4,ENSMUSG00000042607,4.80543443588663,0
Cartpt,ENSMUSG00000021647,5.50520701709206,3.55463744982152e-264
Npy1r,ENSMUSG00000036437,4.81557809650661,4.86264070811935e-222
Tbx3,ENSMUSG00000018604,4.585374743154,2.86199596627647e-195
Ppp1r9a,ENSMUSG00000032827,2.38354869964314,1.29915407176508e-137
Serpina3n,ENSMUSG00000021091,4.44322370686847,5.25581518577692e-130
Prdm12,ENSMUSG00000079466,5.21625611613265,1.56965574866155e-127
Cited1,ENSMUSG00000051159,3.98509653819434,3.28974738189609e-126
Gm5152,ENSMUSG00000069355,9.91371374344455,3.70317560307123e-101
Tbx3os2,ENSMUSG00000086847,5.2384711879384,1.05355792288483e-99
Gal,ENSMUSG00000024907,3.31247473106721,6.13020614579807e-99
Cd44,ENSMUSG00000005087,3.66071156950229,8.41921451433205e-99
Irs4,ENSMUSG00000054667,2.81248924221765,4.78224223009454e-98
Gpx3,ENSMUSG00000018339,3.06047158181414,9.88548391028365e-95
Cd38,ENSMUSG00000029084,2.81909839109755,4.7093700789008e-92
Plagl1,ENSMUSG00000019817,3.50115272946131,1.03424739783422e-85
Cd24a,ENSMUSG00000047139,3.43523225130165,1.59221041545628e-82
Atg7,ENSMUSG00000030314,3.96782050163262,6.58132607325998e-81
Npy5r,ENSMUSG00000044014,4.14968479570261,6.80330545864754e-79
Hspb8,ENSMUSG00000041548,2.74488773854251,1.7782230993148e-75
Ddx46,ENSMUSG00000021500,1.76213114798513,4.9839819485478e-75
Vgf,ENSMUSG00000037428,3.57318382242187,6.46583086176673e-73
Radx,ENSMUSG00000042498,3.55593105989595,3.66126331317385e-72
Cacng5,ENSMUSG00000040373,2.56766065796392,4.78406584152385e-70
Pdyn,ENSMUSG00000027400,2.94889120460777,1.2681689468451e-62
Tmtc4,ENSMUSG00000041594,2.83351137362166,1.28769941033543e-60
Pcbp3,ENSMUSG00000001120,1.65952006650972,6.45023572032441e-57
Lepr,ENSMUSG00000057722,3.09895123747652,8.79249663032805e-57
Cbarp,ENSMUSG00000035640,1.6327166825395,2.15832614286098e-56
Fxyd6,ENSMUSG00000066705,1.14058925882973,1.38504569848796e-54
Cyb5r3,ENSMUSG00000018042,1.78230778975189,6.85967828874027e-54
Ptprn,ENSMUSG00000026204,2.19284192145759,2.56453109238165e-53
Tnfrsf11b,ENSMUSG00000063727,4.56652316486728,2.56453109238165e-53
Sptan1,ENSMUSG00000057738,-1.33597716495031,6.99589450149051e-51
Rnf128,ENSMUSG00000031438,3.01775180821205,3.40668204062851e-50
Spred3,ENSMUSG00000037239,1.38178114130991,3.11238312966595e-49
Cul3,ENSMUSG00000004364,2.4745879607529,6.33010166299259e-49
Prokr1,ENSMUSG00000049409,4.10249615273758,1.09101018333786e-48
Six3,ENSMUSG00000038805,1.74859887784409,1.70623428065323e-48
Stk32a,ENSMUSG00000039954,2.17965323203696,2.15828891102382e-48
Bclaf1,ENSMUSG00000037608,1.11779859437736,1.30246790730229e-47
Atp1a1,ENSMUSG00000033161,1.93906662486939,6.6182595762751e-47
Rnasek,ENSMUSG00000093989,1.95907497285556,8.46171758945311e-47
Chodl,ENSMUSG00000022860,2.80028155682003,2.02961362333292e-46
Prmt2,ENSMUSG00000020230,1.45446751628101,1.0047522690789e-44
Peg10,ENSMUSG00000092035,1.86457538338343,1.59919792450829e-44
