gene,ensembl_gene_id,log2FoldChange,padj
Gnai3,ENSMUSG00000000001,-0.56516,0.00110733896599264
Cdc45,ENSMUSG00000000028,0.94818,0.223339034808811
H19,ENSMUSG00000000031,0.17642,0.869952168197544
Scml2,ENSMUSG00000000037,0.1728,0.793198824899334
Apoh,ENSMUSG00000000049,1.09774,0.739168670234312
Narf,ENSMUSG00000000056,-0.93327,2.17249842294118e-07
Cav2,ENSMUSG00000000058,-0.69501,0.0240364480350165
Klf6,ENSMUSG00000000078,-0.28623,0.331221731110455
Scmh1,ENSMUSG00000000085,0.32783,0.128319716075656
Cox5a,ENSMUSG00000000088,0.1904,0.10876378940765
Tbx2,ENSMUSG00000000093,-1.09599,0.573063815122724
Tbx4,ENSMUSG00000000094,-2.38797,1
Ngfr,ENSMUSG00000000120,-1.79763,0.269047887258985
Wnt3,ENSMUSG00000000125,-1.88255,0.0354378807034092
Wnt9a,ENSMUSG00000000126,-1.40548,0.125154371561127
Fer,ENSMUSG00000000127,-0.732,0.00450379821258426
Xpo6,ENSMUSG00000000131,-0.05695,0.777098280891402
Tfe3,ENSMUSG00000000134,0.70049,0.0306811127103528
Axin2,ENSMUSG00000000142,-0.76243,0.02843715545998
Brat1,ENSMUSG00000000148,-0.03084,0.962166875197627
Gna12,ENSMUSG00000000149,-0.37172,0.140914636602339
Slc22a18,ENSMUSG00000000154,-2.32108,0.212716592549387
Igsf5,ENSMUSG00000000159,1.04152,0.620478883655515
Pih1d2,ENSMUSG00000000167,-0.61321,0.300900023931154
Dlat,ENSMUSG00000000168,0.20134,0.120494491755459
Sdhd,ENSMUSG00000000171,0.43324,3.39433730721108e-05
Fgf23,ENSMUSG00000000182,-1.89242,0.023837849271552
Fgf6,ENSMUSG00000000183,0.42134,1
Ccnd2,ENSMUSG00000000184,-0.07673,0.892571567008084
Gpr107,ENSMUSG00000000194,0.20477,0.544665693877473
Nalcn,ENSMUSG00000000197,0.33114,0.0606663568813702
Btbd17,ENSMUSG00000000202,-1.25372,0.053475688032923
Slfn4,ENSMUSG00000000204,-3.40234,1
Th,ENSMUSG00000000214,-1.81619,9.97197731441323e-15
Ins2,ENSMUSG00000000215,3.47897,1
Scnn1g,ENSMUSG00000000216,0.67675,1
Drp2,ENSMUSG00000000223,-1.42679,2.99442105249428e-22
Tspan32,ENSMUSG00000000244,-4.13101,0.433232941431469
Lhx2,ENSMUSG00000000247,0.09609,0.835937693886874
Clec2g,ENSMUSG00000000248,-1.47233,1
Gmpr,ENSMUSG00000000253,0.79112,8.20775505267526e-11
Glra1,ENSMUSG00000000263,-1.26465,0.00131312947982943
Mid2,ENSMUSG00000000266,0.1807,0.118221375480193
Trim25,ENSMUSG00000000275,1.63082,6.87055113510429e-24
Dgke,ENSMUSG00000000276,-0.31242,0.251327727864853
Scpep1,ENSMUSG00000000278,-0.20164,0.475276335638261
Mnt,ENSMUSG00000000282,0.58245,0.011948877387333
Itgb2,ENSMUSG00000000290,-2.86649,0.163755537397456
Hddc2,ENSMUSG00000000295,-0.04354,0.819606784554846
Tpd52l1,ENSMUSG00000000296,0.19521,0.17773164424059
Pemt,ENSMUSG00000000301,1.36769,0.00582481375498826
Cdh1,ENSMUSG00000000303,-0.49495,0.45000106823646
Cdh4,ENSMUSG00000000305,-1.22556,0.00157862183837267
Ckmt1,ENSMUSG00000000308,-0.18129,0.342723775087616
Bcl6b,ENSMUSG00000000317,-5.11924,0.000643087846772114
Clec10a,ENSMUSG00000000318,-4.36009,0.223161525077233
Alox12,ENSMUSG00000000320,-3.33203,0.0859335067556906
Comt,ENSMUSG00000000326,0.15528,0.524825736631948
Rtca,ENSMUSG00000000339,0.02089,0.878285484412898
Dbt,ENSMUSG00000000340,-0.73601,5.00320834234283e-05
Dazap2,ENSMUSG00000000346,-0.78835,4.39746380778796e-13
Mcts1,ENSMUSG00000000355,0.57726,0.0338989786988159
Rem1,ENSMUSG00000000359,0.22798,0.898485137748151
Rnf17,ENSMUSG00000000365,-1.91282,0.232494490006141
Trappc10,ENSMUSG00000000374,0.31922,0.223883236270029
Ccm2,ENSMUSG00000000378,0.027,0.942250693552827
Wap,ENSMUSG00000000381,-0.54043,1
Tbrg4,ENSMUSG00000000384,0.34781,0.356246467805857
Tmprss2,ENSMUSG00000000385,-2.47571,1
