avg.exp	pct.exp	features.plot	id	avg.exp.scaled
0.0200503898819678	0.501432664756447	Irx5	C66-1: GLU-1	0.0198520279210152
0.0357144748955503	1.43266475644699	Nxph4	C66-1: GLU-1	0.0350915024690261
0.163433555804326	5.73065902578797	Trh	C66-1: GLU-1	0.151375594956629
0.0706222706567938	3.51002865329513	Tent5a	C66-1: GLU-1	0.0682400407940312
0.0030413057099206	0.143266475644699	Samd3	C66-1: GLU-1	0.00303669029526678
0.00978538736595806	0.501432664756447	Foxb1	C66-1: GLU-1	0.00973782051796907
0.00452560810177995	0.286532951289398	Lmx1a	C66-1: GLU-1	0.00451539832946424
0	0	Sln	C66-1: GLU-1	0
0.0342944896825315	1.36103151862464	Fezf1	C66-1: GLU-1	0.0337195418060037
0.00529379876472294	0.358166189111748	Cd40	C66-1: GLU-1	0.00527983586820739
0.112406143724658	4.51289398280802	Gpr149	C66-1: GLU-1	0.106525366307997
0.0620495534046238	2.65042979942693	Vcan	C66-1: GLU-1	0.0602005821875131
1.28705913409594	28.7965616045845	Tcf4	C66-1: GLU-1	0.827266771328989
0.542355263606316	16.8338108882522	Adcyap1	C66-1: GLU-1	0.433310640048889
0.0303802474466928	1.57593123209169	Lpar1	C66-1: GLU-1	0.029927906392568
0.0165689254723845	0.716332378223496	Rfx4	C66-1: GLU-1	0.0164331584499504
0.459561763130651	15.2578796561605	Pomc	C66-1: GLU-1	0.378136228423264
0.101859662023893	4.01146131805158	Tac2	C66-1: GLU-1	0.0969993541855532
0.0174565288082467	0.931232091690544	Bace2	C66-1: GLU-1	0.0173059138919583
0.353878306062754	11.9627507163324	Caprin2	C66-1: GLU-1	0.302973293096923
3.71506302045386	30.730659025788	Pmch	C66-1: GLU-1	1.55076228194601
0.243475299200611	10.1002865329513	Prkch	C66-1: GLU-1	0.217910120132075
0.0175275277780446	0.859598853868195	Gnrh1	C66-1: GLU-1	0.0173756922959678
0.0909125933126696	3.29512893982808	Vipr2	C66-1: GLU-1	0.0870145875210898
0.123567243155861	4.79942693409742	Onecut2	C66-1: GLU-1	0.116508662348311
0.0435439960583995	2.00573065902579	Lhx1	C66-1: GLU-1	0.0426226086572501
0.176891807627124	7.37822349570201	Aldh3b2	C66-1: GLU-1	0.162876901901063
0.0857862081778627	3.86819484240688	Tnfrsf12a	C66-1: GLU-1	0.0823043404172576
0.220168615630813	5.58739255014327	Il1rapl2	C66-1: GLU-1	0.198989058728561
0.425520074148356	14.6848137535817	Lef1	C66-1: GLU-1	0.354536711451974
0.0572285315513925	1.28939828080229	Hmcn1	C66-1: GLU-1	0.0556508912304004
0.0242759270727418	1.14613180515759	Crh	C66-1: GLU-1	0.0239859503514564
0.0738739851167378	2.93696275071633	Ppp1r17	C66-1: GLU-1	0.0712726569091607
0.00280882402848863	0.214899713467049	Lhx6	C66-1: GLU-1	0.00280488665348295
0.0158945326220027	0.716332378223496	Hdc	C66-1: GLU-1	0.0157695372936184
0.0246801546714941	1.07449856733524	Tbx3	C66-1: GLU-1	0.0243805196715099
0.013679577369469	0.573065902578797	Lhx8	C66-1: GLU-1	0.0135868565814588
0.54413818941204	10.1719197707736	Nts	C66-1: GLU-1	0.43446594851215
0.0246881951375082	1.07449856733524	Nkx2-4	C66-1: GLU-1	0.0243883664463612
0.0625476439267311	2.36389684813754	Ghrh	C66-1: GLU-1	0.0606694621538976
0.14547635645127	5.73065902578797	Agrp	C66-1: GLU-1	0.135820582324124
0.784073656348762	21.7048710601719	Sst	C66-1: GLU-1	0.578899320496535
0.234697901419271	2.86532951289398	Meis2	C66-1: GLU-1	0.210826325921591
0.0333522825924836	1.07449856733524	Satb2	C66-1: GLU-1	0.032808160647578
0.00273243875698469	0.143266475644699	Chat	C66-1: GLU-1	0.00272871243262968
0.00325779484241237	0.122170781893004	Irx5	C66-28: Mixed.GABA-2	0.00325249972594677
0.012048768613713	0.488683127572017	Nxph4	C66-28: Mixed.GABA-2	0.0119767600339131
0.136473928056596	4.69393004115226	Trh	C66-28: Mixed.GABA-2	0.127930423489994
0.121574346556382	4.48816872427984	Tent5a	C66-28: Mixed.GABA-2	0.114733364850794
0.00320420798605898	0.135030864197531	Samd3	C66-28: Mixed.GABA-2	0.00319908545117796
0.00326181364198102	0.122170781893004	Foxb1	C66-28: Mixed.GABA-2	0.00325650546758185
0.00273957949935381	0.0964506172839506	Lmx1a	C66-28: Mixed.GABA-2	0.00273583369117047
0.00658308705201926	0.327932098765432	Sln	C66-28: Mixed.GABA-2	0.00656151316454491
0.0211943421416848	0.848765432098766	Fezf1	C66-28: Mixed.GABA-2	0.0209728659680465
0.00826774524580982	0.424382716049383	Cd40	C66-28: Mixed.GABA-2	0.00823375466189648
0.111467904939757	4.08307613168724	Gpr149	C66-28: Mixed.GABA-2	0.105681578557398
0.0569670153911601	1.97402263374486	Vcan	C66-28: Mixed.GABA-2	0.0554035005271665
0.880326032202776	24.7749485596708	Tcf4	C66-28: Mixed.GABA-2	0.631445183190563
0.0668482027673636	2.32767489711934	Adcyap1	C66-28: Mixed.GABA-2	0.0647086967512834
