avg.exp	pct.exp	features.plot	id	avg.exp.scaled
10.1833608626355	76.4115175735219	Col23a1	C66-51: Tanycytes	2.41442703638311
0.0163499034598518	0.502100625064043	Sntn	C66-51: Tanycytes	0.0162176830357204
0.679677998385062	9.46818321549339	Etnppl	C66-51: Tanycytes	0.518602107416641
0.142630074580256	3.33025924787376	Lgals3	C66-51: Tanycytes	0.133332688141818
0.042947057921696	1.04518905625576	Ermn	C66-51: Tanycytes	0.042050415307222
0.0262268280220304	0.55333538272364	Gpr17	C66-51: Tanycytes	0.0258888022575078
0.0582290603857092	1.1169177169792	Pdgfra	C66-51: Tanycytes	0.0565968132027752
0.0136317252406205	0.348396352085255	Tmem119	C66-51: Tanycytes	0.0135396491014869
0.00357958412237681	0.0512347576595963	F13a1	C66-51: Tanycytes	0.00357319265911137
0.000699903396582471	0.0204939030638385	Ms4a4b	C66-51: Tanycytes	0.000699658578426243
0.0013515250539541	0.0204939030638385	Trbc1	C66-51: Tanycytes	0.00135061256604269
0.0691687351885972	1.26037503842607	Cga	C66-51: Tanycytes	0.0668814635425186
0.00552021015379059	0.122963418383031	Pln	C66-51: Tanycytes	0.00550502963453313
0.0126025578906039	0.245926836766062	Abcb1a	C66-51: Tanycytes	0.0125238066127012
0.032799160326091	0.840250025617379	Dcn	C66-51: Tanycytes	0.0322727475426947
0.0194857641088898	0.502100625064043	Krt19	C66-51: Tanycytes	0.0192983473339881
0.206862919760442	4.68159408381265	Col23a1	C66-53: Etnppl.Astrocytes	0.188024364630457
0.00215945654858617	0.0369761709120789	Sntn	C66-53: Etnppl.Astrocytes	0.00215712827356355
5.61589747488585	63.4552177485621	Etnppl	C66-53: Etnppl.Astrocytes	1.88947546106048
0.0304466134703407	0.965488907148726	Lgals3	C66-53: Etnppl.Astrocytes	0.0299923135729376
0.159451743116543	3.68529170090386	Ermn	C66-53: Etnppl.Astrocytes	0.147947258146671
0.0371824748461324	0.817584223500411	Gpr17	C66-53: Etnppl.Astrocytes	0.036507877939288
