ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	x
GO:0046903	secretion	0.129682997118156	0.0626885245901639	1.96429384918907e-06	0.00164575251129128	0.00146736087256481	Rptor/Itsn1/Rab3ip/Kcnma1/Cacna1c/Pde1c/Rab3b/Lepr/Trpc4/Grik1/Oxct1/Corin/Apba1/Gab2/Cacna1d/Git2/Cacna1b/Chd7/Vgf/Trpc1/Sec24a/Irs2/Rap1b/Cpe/Snap25/Trim9/Pex5l/Ptprn2/Ntrk2/Bcl2l1/Myh9/Cacna1e/Arhgef7/Arntl/Arrb1/Mia3/Arfgef2/Unc13a/Pcsk1/Gnas/Acvr1c/Prkca/Copa/Efna5/Myrip	45	0.129682997118156
GO:0030072	peptide hormone secretion	0.0576368876080692	0.0177049180327869	2.61914925306846e-06	0.00164575251129128	0.00146736087256481	Rptor/Itsn1/Cacna1c/Pde1c/Lepr/Oxct1/Cacna1d/Chd7/Vgf/Irs2/Cpe/Pex5l/Ptprn2/Cacna1e/Arhgef7/Arntl/Arrb1/Acvr1c/Efna5/Myrip	20	0.0576368876080692
GO:0002790	peptide secretion	0.0576368876080692	0.0178360655737705	2.94496589468735e-06	0.00164575251129128	0.00146736087256481	Rptor/Itsn1/Cacna1c/Pde1c/Lepr/Oxct1/Cacna1d/Chd7/Vgf/Irs2/Cpe/Pex5l/Ptprn2/Cacna1e/Arhgef7/Arntl/Arrb1/Acvr1c/Efna5/Myrip	20	0.0576368876080692
GO:0046879	hormone secretion	0.0634005763688761	0.0212459016393443	3.65028297993895e-06	0.00164575251129128	0.00146736087256481	Rptor/Itsn1/Cacna1c/Pde1c/Lepr/Oxct1/Cacna1d/Chd7/Vgf/Irs2/Cpe/Snap25/Pex5l/Ptprn2/Cacna1e/Arhgef7/Arntl/Arrb1/Gnas/Acvr1c/Efna5/Myrip	22	0.0634005763688761
GO:0010817	regulation of hormone levels	0.0749279538904899	0.0279344262295082	3.65678998777632e-06	0.00164575251129128	0.00146736087256481	Rptor/Itsn1/Kcnma1/Cacna1c/Pde1c/Lepr/Ghr/Oxct1/Corin/Cacna1d/Chd7/Vgf/Irs2/Cpe/Snap25/Pex5l/Ptprn2/Cacna1e/Arhgef7/Arntl/Arrb1/Pcsk1/Gnas/Acvr1c/Efna5/Myrip	26	0.0749279538904899
GO:0009914	hormone transport	0.0634005763688761	0.0213770491803279	4.04684171358518e-06	0.00164575251129128	0.00146736087256481	Rptor/Itsn1/Cacna1c/Pde1c/Lepr/Oxct1/Cacna1d/Chd7/Vgf/Irs2/Cpe/Snap25/Pex5l/Ptprn2/Cacna1e/Arhgef7/Arntl/Arrb1/Gnas/Acvr1c/Efna5/Myrip	22	0.0634005763688761
GO:0030032	lamellipodium assembly	0.031700288184438	0.0060327868852459	4.70131988726021e-06	0.00164575251129128	0.00146736087256481	Whamm/Ablim1/Vcl/Cdh13/Hdac4/Ablim2/Pik3r1/Plce1/Arhgef7/Ptpro/Carmil1	11	0.031700288184438
GO:0015833	peptide transport	0.0576368876080692	0.0184918032786885	5.1959578185084e-06	0.00164575251129128	0.00146736087256481	Rptor/Itsn1/Cacna1c/Pde1c/Lepr/Oxct1/Cacna1d/Chd7/Vgf/Irs2/Cpe/Pex5l/Ptprn2/Cacna1e/Arhgef7/Arntl/Arrb1/Acvr1c/Efna5/Myrip	20	0.0576368876080692
GO:0008015	blood circulation	0.069164265129683	0.0250491803278689	5.26993094538936e-06	0.00164575251129128	0.00146736087256481	Cacna2d1/Sema3a/Asic2/Kcnma1/Cacna1c/Corin/Hdac4/Pik3r1/Rps6ka2/Cacna1d/Cacna1b/Chd7/Gnao1/Pde4d/Nav2/Cacna1e/Ptpro/Camk2d/Ext1/P2rx4/Gnas/Gclc/Prkca/Slc8a1	24	0.069164265129683
GO:0023061	signal release	0.0893371757925072	0.0375081967213115	5.32261484893688e-06	0.00164575251129128	0.00146736087256481	Rptor/Itsn1/Cacna1c/Pde1c/Lepr/Oxct1/Apba1/Cacna1d/Git2/Cacna1b/Chd7/Vgf/Irs2/Rap1b/Cpe/Snap25/Trim9/Pex5l/Ptprn2/Ntrk2/Bcl2l1/Cacna1e/Arhgef7/Arntl/Arrb1/Unc13a/Gnas/Acvr1c/Prkca/Efna5/Myrip	31	0.0893371757925072
GO:0070588	calcium ion transmembrane transport	0.0547550432276657	0.0171803278688525	6.43276142493125e-06	0.00180819075689886	0.00161219159539665	Cacna2d1/Dysf/Cacna1c/Trpc4/Slc25a25/Cacna1d/Cacna1b/Gem/Chd7/Trpc1/Rrad/Pde4d/Nipsnap2/Cacna1e/Camk2d/Grin2a/P2rx4/Pkd1/Slc8a1	19	0.0547550432276657
